unit_id,doc_number,title,year,state,page_count,org_type,figure,unit_text,unit_length,topic,subtopic
951-05-10-229,951,University of California: Annual Accountability Report,2010,California,189,9,0,Two percent of new Ph.D.s had no immediate plans for further work or study the year after completing their degrees.,1,,
951-05-10-230,951,University of California: Annual Accountability Report,2010,California,189,9,1,Indicator 35 (continued): Plans at Time of Ph.D. Completion (Spring 2007),,,
951-05-10-231,951,University of California: Annual Accountability Report,2010,California,189,9,0,Section 6. Professional Degree Students,1,,
951-05-10-232,951,University of California: Annual Accountability Report,2010,California,189,9,0,"GOALS: In addition to preparing graduate academic students, the University of California is also responsible for preparing professional degree students to enter a wide variety of professions that are critical to California, such as law, medicine, business, architecture, public policy and the arts. Included among its professional school offerings is the largest health sciences instructional program in the nation. The doctors, nurses, dentists, pharmacists, optometrists and veterinarians the University trains help deliver essential health care services to the people of California.",3,,
951-05-10-233,951,University of California: Annual Accountability Report,2010,California,189,9,0,"NARRATIVE: Historically, UC’s professional schools offered a top-quality education at a reasonable price. Beginning in 1994 and in response to state budget cuts, the University implemented professional degree fees to build the resources necessary for professional schools to recruit and retain excellent faculty, provide an outstanding curriculum, and attract high-caliber students. These fees are levied in addition to the mandatory Education and Registration fees that are set by the Board of Regents and required from all students.",2,,
951-05-10-234,951,University of California: Annual Accountability Report,2010,California,189,9,0,"The indicators in this section document the number and range of professional degrees UC awards, professional degree fees by discipline, debt levels of professional degree students at graduation and medical and law students’ success, not just at earning their degrees, but at passing major certification and licensing exams.",1,,
951-05-10-235,951,University of California: Annual Accountability Report,2010,California,189,9,0,"LOOKING FORWARD: The professional degree fees that were first introduced in 1994 for students in medicine, dentistry, business and law have over the years increased in amount and been extended to many other professional degree programs. While the fees provide essential support to the professional degree programs, they potentially have adverse impacts on diversity, access and student debt. Further, they could restrict the career paths of students interested in pursuing public interest careers. Accordingly, the indicators in this section provide important baseline measures that will enable the University to carefully monitor the impact of professional degree fee increases on diversity, access, student debt and other indicators on an ongoing basis.",4,,
951-05-10-236,951,University of California: Annual Accountability Report,2010,California,189,9,1,"Indicator 36: Professional Degrees Awarded by Discipline, UC and Comparison Institutions (2007-08)",,,
951-05-10-237,951,University of California: Annual Accountability Report,2010,California,189,9,0,"The 10 UC campuses awarded 5,678 professional degrees in 2007-08.",1,,
951-05-10-238,951,University of California: Annual Accountability Report,2010,California,189,9,0,"The largest share of professional degrees that UC awarded was in the health sciences—medicine, dentistry, nursing, optometry, pharmacy, public health and veterinary medicine (30 percent in medicine and other health fields combined). This was followed by business (28 percent), education (17 percent) and law (14 percent). These proportions were relatively similar across both public and private comparison institutions.",3,,
951-05-10-239,951,University of California: Annual Accountability Report,2010,California,189,9,1,"Indicator 36 (continued): Professional Degrees Awarded by Discipline, UC and Comparison Institutions (2007-08)",,,
951-05-10-240,951,University of California: Annual Accountability Report,2010,California,189,9,1,"Indicator 37: Tuition and Fees by Professional Degree Program, Universitywide (1994-95 to 2010-11)",,,
951-05-10-241,951,University of California: Annual Accountability Report,2010,California,189,9,0,"Many of UC’s professional degree programs charge a professional degree fee in addition to mandatory systemwide fees, campus-based fees and, when appropriate, non-resident tuition.",1,,
951-05-10-242,951,University of California: Annual Accountability Report,2010,California,189,9,0,"In 2009-10, professional degree fees were charged to students enrolled in business, dentistry, law, medicine, nursing, optometry, pharmacy, public health, public policy, theatre, film and television, international relations and pacific studies, veterinary medicine and preventive veterinary medicine.",1,,
951-05-10-243,951,University of California: Annual Accountability Report,2010,California,189,9,0,"For 2010-11, the University also will charge professional degree fees for programs in architecture, environmental design, information management, physical therapy, social welfare and urban planning on selected campuses.",1,,
951-05-10-244,951,University of California: Annual Accountability Report,2010,California,189,9,0,"In 2009-10, professional degree fees ranged from $4,000 for preventive veterinary medicine at Davis to $25,675 for business at Berkeley.",1,,
951-05-10-245,951,University of California: Annual Accountability Report,2010,California,189,9,1,"Indicator 37 (continued): Tuition and Fees by Professional Degree Program, Universitywide (1994-95 to 2010-11)",,,
951-05-10-246,951,University of California: Annual Accountability Report,2010,California,189,9,0,"The graph above shows professional degree fees that were charged in professional programs housed at multiple campuses. Not shown are professional degree fees at individual campuses; these include Optometry (Berkeley); Theater, Film & Television (Los Angeles); International Relations and Pacific Studies (San Diego); and Veterinary Medicine (Davis).",2,,
951-05-10-247,951,University of California: Annual Accountability Report,2010,California,189,9,1,"Indicator 38: Percent of UC Professional Degree Students Graduating with Debt, by Discipline (2001-02 to 2008-09)",,,
951-05-10-248,951,University of California: Annual Accountability Report,2010,California,189,9,0,"The percent of professional degree students who graduate with debt varies by discipline, ranging from almost 90 percent in medicine to slightly more than 50 percent in business. Within specific disciplines, the proportion of students graduating with debt has been relatively stable over the past eight years; however, in certain disciplines average debt levels of students who borrowed have risen (see Indicator 39).",2,,
951-05-10-249,951,University of California: Annual Accountability Report,2010,California,189,9,0,"About two-thirds of aid awarded to professional degree students is in the form of loans, primarily from federal loan programs, rather than fellowships or grants. A greater reliance on loans is considered appropriate for professional degree students because their programs are shorter and their incomes after graduation tend to be higher than those of other graduate students.",2,,
951-05-10-250,951,University of California: Annual Accountability Report,2010,California,189,9,0,"Professional degree students who choose careers in the public interest often forego higher incomes, thus these students may be less able to meet their debt repayment obligations. Therefore, in certain disciplines, such as law and business, University funds also are used for loan repayment assistance programs (LRAPs). Other LRAPs are funded at the federal, state or regional level to encourage students to serve specific populations (e.g., to work as physicians in medically underserved areas).",3,,
951-05-10-251,951,University of California: Annual Accountability Report,2010,California,189,9,0,Other UC professional schools are continuing to evaluate the appropriate mix of loan assistance and increased fellowship support to ensure that public interest careers remain a viable choice for their graduates.,1,,
951-05-10-252,951,University of California: Annual Accountability Report,2010,California,189,9,1,Indicator 39: Average Debt of UC Professional Degree Student Borrowers at Graduation by Discipline (2001-02 to 2008-09),,,
951-05-10-253,951,University of California: Annual Accountability Report,2010,California,189,9,0,"Recent increases in average debt among professional degree program graduates reflect a combination of several factors, including increases in professional degree fees that have occurred since 2002-03 and increased access to, and awareness of, federal student loan programs.",1,,
951-05-10-254,951,University of California: Annual Accountability Report,2010,California,189,9,0,"In general, higher levels of student debt are found in disciplines with high levels of potential earnings (e.g., law, medicine, dentistry and optometry).",1,,
951-05-10-255,951,University of California: Annual Accountability Report,2010,California,189,9,0,"The percentage of professional degree students graduating with debt and average student debt levels are two, among several other, affordability indicators that the University is monitoring on an ongoing basis.",1,,
951-05-10-256,951,University of California: Annual Accountability Report,2010,California,189,9,1,Indicator 40: United States Medical Licensing Examination Pass Rates (2000-01 to 2008-09),,,
951-05-10-257,951,University of California: Annual Accountability Report,2010,California,189,9,0,"Sponsored by the Federation of State Medical Boards and the National Board of Medical Examiners, the United States Medical Licensing Examination is the examination for medical licensure in the United States.",1,,
951-05-10-258,951,University of California: Annual Accountability Report,2010,California,189,9,0,"Step 1 assesses whether a student understands and can apply important concepts of the sciences basic to the practice of medicine, with special emphasis on principles and mechanisms underlying health, disease and modes of therapy.",1,,
951-05-10-259,951,University of California: Annual Accountability Report,2010,California,189,9,0,"Step 2 assesses whether a student can apply medical knowledge, skills and understanding of clinical science, including emphasis on health promotion and disease prevention. Step 2 ensures that attention is devoted to principles of clinical sciences and basic patient-centered skills that provide the foundation for the safe and competent practice of medicine.",2,,
951-05-10-260,951,University of California: Annual Accountability Report,2010,California,189,9,0,"Step 2 has two components: Clinical Knowledge (CK) and Clinical Skills (CS). Step 2 CK uses the multiple-choice examination format to test clinical knowledge. Step 2 CS uses standardized patients to test medical students and graduates on their ability to gather information from patients, perform physical examinations and communicate their findings to patients and colleagues.",3,,
951-05-10-261,951,University of California: Annual Accountability Report,2010,California,189,9,1,Indicator 40 (continued): United States Medical Licensing Examination Pass Rates (2000- 01 to 2008-09),,,
951-05-10-262,951,University of California: Annual Accountability Report,2010,California,189,9,1,"Indicator 41: California Bar Examination Pass Rates, UC and Comparison Institutions (July 2009)",,,
951-05-10-263,951,University of California: Annual Accountability Report,2010,California,189,9,0,"Students graduating from UC’s four law schools overwhelmingly pass the California Bar the first time. Their first-time bar passage rates are comparable to those from four other large, well-known and well-respected law schools in California.",2,,
951-05-10-264,951,University of California: Annual Accountability Report,2010,California,189,9,0,Section 7. Faculty,1,,
951-05-10-265,951,University of California: Annual Accountability Report,2010,California,189,9,0,"GOALS: To a very large extent, the academic quality and reputation of the University of California—its ability to fulfill its tripartite mission of teaching, research and public service—is determined by the quality of its faculty. Accordingly, the recruitment and retention of a world-class faculty are among the University's most important priorities. In addition, highly talented faculty attract other highly qualified faculty, graduate students and undergraduates alike, all of which serve to maintain the academic quality of the University on an ongoing basis.",3,,
951-05-10-266,951,University of California: Annual Accountability Report,2010,California,189,9,0,"NARRATIVE: The indicators in this section document some of the central characteristics of and concerns about UC faculty—their number, discipline, age and compensation. The trends show that the proportion of ladder-rank faculty has declined relative to non-ladder-rank faculty and that many faculty are nearing retirement age. Together these trends highlight an immediate need for more emphasis on faculty renewal; yet the recruitment of new faculty has been significantly slowed on many campuses due to the state’s fiscal crisis. Faculty salaries have fallen further behind market, creating more challenges in attracting the best faculty candidates and in retaining current faculty. More information about trends in faculty composition, diversity and compensation can be found in the March 2009 Accountability Sub-Report on Faculty Competitiveness, the September 2010 Accountability Sub-Report on Diversity (www.universityofcalifornia.edu/accountability) and the January 2011 Accountability SubReport on Faculty Competitiveness.",5,,
951-05-10-267,951,University of California: Annual Accountability Report,2010,California,189,9,0,"LOOKING FORWARD: No other public institution can claim as distinguished a faculty as the University of California. UC faculty includes 56 Nobel Prize laureates, 59 National Medal of Science recipients and 271 members of the prestigious National Academy of Sciences. In the 2009 and 2010 classes elected to the National Academy of Sciences, 66 of the 144 new members came from public universities, and 39 of these were from UC. Put another way, more than half of the honored scientists from public universities teach and do research at UC.",4,,
951-05-10-268,951,University of California: Annual Accountability Report,2010,California,189,9,0,"At the same time, the national economic recession has dramatically curtailed recruitment of high-performing faculty at UC and other universities across the country. It is critically important that UC lead the academic recovery over the next few years, not lag behind it. Universities that start recruiting aggressively before others will have an historic opportunity to improve their faculty; those who are slow to act will move in the other direction. How many of the National Academy members elected in 2030 will come from the UC faculty? This will depend greatly on UC’s ability to hire and retain top faculty in the next few years.",5,,
951-05-10-269,951,University of California: Annual Accountability Report,2010,California,189,9,1,Indicator 42: Faculty Composition (October 2008),,,
951-05-10-270,951,University of California: Annual Accountability Report,2010,California,189,9,0,"The University’s governing body, the Board of Regents, delegates to the faculty the authority to determine academic policy, set conditions for admission and the granting of degrees, authorize and supervise courses and curricula, and advise the administration on faculty appointments, promotions and budgets. The UC Academic Senate is the body that enables the faculty to exercise this delegated authority",2,,
951-05-10-271,951,University of California: Annual Accountability Report,2010,California,189,9,0,"Senate faculty are tenured (have permanent appointments) or tenure-track (on the way to being considered for permanent appointments). They also are members of the Academic Senate. Non-Senate faculty have temporary appointments, though many of these may last for several years, and are not members of the Academic Senate.",2,,
951-05-10-272,951,University of California: Annual Accountability Report,2010,California,189,9,0,Senate faculty comprise about 62 percent of all UC faculty appointments; non-Senate faculty are about 38 percent.,1,,
951-05-10-273,951,University of California: Annual Accountability Report,2010,California,189,9,0,"Although there are exceptions, faculty titles such as health science clinical, adjunct and clinical X series are generally found at one of UC’s health sciences campuses that have medical schools, other health sciences programs, and associated hospitals (e.g., Davis, Irvine, Los Angeles, San Francisco and San Diego).",1,,
951-05-10-274,951,University of California: Annual Accountability Report,2010,California,189,9,0,"Lecturer titles tend to be used more on the general campuses (i.e., non-medical side of the UC campuses).",1,,
951-05-10-275,951,University of California: Annual Accountability Report,2010,California,189,9,1,Indicator 42 (continued): Faculty Composition (October 2008),,,
951-05-10-276,951,University of California: Annual Accountability Report,2010,California,189,9,1,"Indicator 43: Faculty Composition (October 1998, 2003 and 2008)",,,
951-05-10-277,951,University of California: Annual Accountability Report,2010,California,189,9,0,"Between 1998 and 2008, UC added almost 4,100 more faculty, an overall increase of about 27 percent. During the same period, UC’s student population grew by 35 percent, from about 161,000 students in 1998 to almost 217,000 students in 2009.",2,,
951-05-10-278,951,University of California: Annual Accountability Report,2010,California,189,9,0,"During this period, the greatest growth in faculty appointments occurred with nonSenate faculty. Their number increased 42 percent (from 5,097 to 7,213) compared to the number of Senate faculty, which increased 20 percent (from 10,009 to 11,987). As a result, the proportion of Senate faculty who constitute the core of the University’s faculty dropped from 66 percent to 62 percent of all faculty",3,,
951-05-10-279,951,University of California: Annual Accountability Report,2010,California,189,9,0,"The picture reflects two trends. First, the proportion of faculty with appointments in the clinical X series, adjunct, and health science clinical series grew from 19 to 23 percent (2,818 to 4,455), largely due to increases in federal funding for health sciences research.",2,,
951-05-10-280,951,University of California: Annual Accountability Report,2010,California,189,9,0,"Second, the proportion of non-Senate lecturers grew from 14 percent of all faculty in 1998 to 16 percent of all faculty in 2008 (2,108 to 3,008). Here, too, there are economic reasons at work reflective of the long-term decline in state funding. Non-Senate lecturers are teaching-only faculty and typically command lower salaries than Senate faculty. As such, they deliver instruction at a lower per-student cost.",4,,
951-05-10-281,951,University of California: Annual Accountability Report,2010,California,189,9,1,"Indicator 43 (continued): Faculty Composition (October 1998, 2003 and 2008)",,,
951-05-10-282,951,University of California: Annual Accountability Report,2010,California,189,9,1,Indicator 44: Faculty by Discipline (October 2008),,,
951-05-10-283,951,University of California: Annual Accountability Report,2010,California,189,9,0,"About 37 percent of UC’s faculty is in the health sciences (medicine, dentistry, nursing, pharmacy, optometry, public health and veterinary medicine).",1,,
951-05-10-284,951,University of California: Annual Accountability Report,2010,California,189,9,0,"Over one-fifth (22 percent) is in the STEM fields (life and physical sciences, technology, engineering and math).",1,,
951-05-10-285,951,University of California: Annual Accountability Report,2010,California,189,9,0,"Turnover of ladder-rank faculty with professorial appointments (a subset of those shown in the chart above) historically has averaged about 3 to 4 percent per year. A low turnover rate in the professorial faculty helps to promote stability in the distribution of faculty across disciplines since existing positions can only be reallocated when they become vacant. Growth in the total number of faculty generates new positions; this also can affect disciplinary balance, depending on how these new positions are allocated.",3,,
951-05-10-286,951,University of California: Annual Accountability Report,2010,California,189,9,1,Indicator 45: Faculty by Age (October 2008),,,
951-05-10-287,951,University of California: Annual Accountability Report,2010,California,189,9,0,The age distribution of UC faculty has become more heavily weighted toward older faculty as the baby boom cohort (those born 1946 to 1964) has grown older.,1,,
951-05-10-288,951,University of California: Annual Accountability Report,2010,California,189,9,0,"In 2008, 54 percent of UC Senate faculty members were 50 or older compared to about 42 percent in 1994.",1,,
951-05-10-289,951,University of California: Annual Accountability Report,2010,California,189,9,0,"The need to recruit large numbers of new faculty to replace retiring faculty, and to do so in the context of high enrollment demands and significant budget reductions, is one of the major challenges facing UC.",1,,
951-05-10-290,951,University of California: Annual Accountability Report,2010,California,189,9,1,"Indicator 46: Average Faculty Salaries, UC and Comparison Institutions (1997-98 to 2008-09)",,,
951-05-10-291,951,University of California: Annual Accountability Report,2010,California,189,9,0,"UC recruits its faculty from top universities and historically has used eight of them—four publics and four privates—against which to benchmark its faculty salaries. UC’s four public comparison institutions are Illinois, Michigan, SUNY-Buffalo and Virginia; its four private comparison institutions are Harvard, MIT, Stanford and Yale.",2,,
951-05-10-292,951,University of California: Annual Accountability Report,2010,California,189,9,0,The gap in faculty salaries between private and public institutions has widened over the past decade for faculty at all ranks.,1,,
951-05-10-293,951,University of California: Annual Accountability Report,2010,California,189,9,0,"A plan to eliminate the salary lag for faculty over a four-year period was adopted in 2007-08, but the current fiscal crisis has delayed implementation.",1,,
951-05-10-294,951,University of California: Annual Accountability Report,2010,California,189,9,0,"While faculty continue to be considered for merit-based salary increases every three years, no general salary increases were provided for faculty in 2008-09 and 2009-10 and are unlikely in 2010-11.",1,,
951-05-10-295,951,University of California: Annual Accountability Report,2010,California,189,9,0,"The lack of general salary increases over a multi-year period is creating profound challenges in retaining high-performing faculty. These challenges will grow more difficult, particularly if peer and competing institutions recover from the economic downturn before UC, enabling them to recruit UC’s top performers.",2,,
951-05-10-296,951,University of California: Annual Accountability Report,2010,California,189,9,1,"Indicator 46 (continued): Average Faculty Salaries, UC and Comparison Institutions (1997-98 to 2008-09)",,,
951-05-10-297,951,University of California: Annual Accountability Report,2010,California,189,9,1,Indicator 47: Total Compensation for Ranked Faculty (2009),,,
951-05-10-298,951,University of California: Annual Accountability Report,2010,California,189,9,0,"Total compensation includes base salary, health and welfare benefits and postemployment benefits (pension and retiree health).",1,,
951-05-10-299,951,University of California: Annual Accountability Report,2010,California,189,9,0,"Data from the 2009 Mercer-Hewitt Study indicate that average faculty salaries at UC were about 10 percent below the market. However, the total compensation package was closer to market, primarily because UC’s benefits currently are ahead of market.",2,,
951-05-10-300,951,University of California: Annual Accountability Report,2010,California,189,9,0,The University’s long-range plan is to rebalance the components of the total compensation package and bring salaries closer to market-competitive levels so that the total compensation package remains competitive.,1,,
951-05-10-301,951,University of California: Annual Accountability Report,2010,California,189,9,0,Section 8. Staff,1,,
951-05-10-302,951,University of California: Annual Accountability Report,2010,California,189,9,0,"GOALS: The University’s goals for its staff are twofold: to build a work force that reflects the diversity of the people of California and to attract and retain the highest-quality work force by offering competitive total remuneration, which includes salary and benefits.",1,,
951-05-10-303,951,University of California: Annual Accountability Report,2010,California,189,9,0,"The first of these goals is outlined in the University’s diversity policy, which the Board of Regents adopted in 2007. The second goal was adopted by the regents in 2005 in a 10-year plan to bring salaries and benefits for all employees to market comparability. This goal recognizes the underlying objective that the quality of academic, management and staff personnel is essential for maintaining the excellence of the University and enabling it to achieve its tripartite mission of education, research and public service. Although the University was able to fund staff salary increases from 2005-06 to 2007-08, implementation of the broader regents’ plan to achieve comparable pay has been delayed for staff due to the ongoing state fiscal crisis.",4,,
951-05-10-304,951,University of California: Annual Accountability Report,2010,California,189,9,0,"NARRATIVE: The indicators in this section describe the composition and structure of UC’s staff work force by size, appointment type, personnel program and union representation, age and salary. Information on staff diversity is in the diversity section of this report, on the University’s diversity website (www.universityofcalifornia.edu/diversity) and in the Annual UC Accountability Sub-Report on Diversity (www.universityofcalifornia.edu/accountability). Other views of the Universitywide work force are in the Statistical Summary of Students and Staff (www.ucop.edu/ucophome/uwnews/stat) and the 2008 Workforce Profile (atyourservice.ucop.edu/forms_pubs/misc/workforce_profile_2008.pdf).",3,,
951-05-10-305,951,University of California: Annual Accountability Report,2010,California,189,9,0,"LOOKING FORWARD: The forthcoming September 2010 Accountability Sub-Report on Staff will include additional information on total remuneration (salaries plus benefits) for staff and describe the impact of market lags on staff recruitment and retention. It also will address other key talent management issues, such as adequate succession planning for critical positions due to large numbers of retirement-eligible staff, as well as training and competency development requirements for current and future staff.",2,,
951-05-10-306,951,University of California: Annual Accountability Report,2010,California,189,9,1,"Indicator 48: All Staff by Appointment Type, Universitywide and UC Campuses (October 2004 to 2009)",,,
951-05-10-307,951,University of California: Annual Accountability Report,2010,California,189,9,0,"In October 2009, the University of California employed more than 126,000 career, noncareer and student staff.",1,,
951-05-10-308,951,University of California: Annual Accountability Report,2010,California,189,9,0,"Career, non-career and student are the three primary staff appointment categories, which determine terms and conditions of employment.",1,,
951-05-10-309,951,University of California: Annual Accountability Report,2010,California,189,9,0,"Approximately two-thirds of staff are in career appointments, 10 percent are in noncareer appointments designed to fill temporary critical needs and 22 percent are students.",1,,
951-05-10-310,951,University of California: Annual Accountability Report,2010,California,189,9,0,"A number of jobs on campus specifically are reserved for UC students and are designed to accommodate their class schedules, provide them with compensation and work experience while enrolled at the University and enable departments to achieve their goals and objectives with excellent part-time help.",1,,
951-05-10-311,951,University of California: Annual Accountability Report,2010,California,189,9,1,Indicator 48 (continued): All Staff by Appointment Type (October 2004 to 2009),,,
951-05-10-312,951,University of California: Annual Accountability Report,2010,California,189,9,1,Indicator 49: All Staff by Personnel Program and Union Representation (October 2004 to 2009),,,
951-05-10-313,951,University of California: Annual Accountability Report,2010,California,189,9,0,"The University has three personnel programs: Professional and Support Staff (PSS), Managers and Senior Professionals (MSP) and Senior Management Group (SMG). Each personnel program is characterized by its own scope of duties and accountabilities as well as conditions of employment.",2,,
951-05-10-314,951,University of California: Annual Accountability Report,2010,California,189,9,0,"The overwhelming majority of staff is in professional PSS positions. About half of the PSS work force is in unions and is covered by collective bargaining agreements; the other half is covered by UC policy. PSS staff provide administrative, professional, technical and operational support to the University across a wide variety of programs and fields.",3,,
951-05-10-315,951,University of California: Annual Accountability Report,2010,California,189,9,0,"Managers and Senior Professionals comprise the second-largest segment in the staff work force; the Senior Management Group is the smallest segment. These two groups provide leadership and professional expertise at the highest levels to major University units, programs or fields of work and are accountable for their areas of responsibility. Positions at these levels are responsible for identifying objectives, formulating strategy, directing programs, managing resources and functioning effectively with a high degree of autonomy.",3,,
951-05-10-316,951,University of California: Annual Accountability Report,2010,California,189,9,0,"Between 2004 and 2008, growth in staff work force averaged 2.6 percent annually. Most growth in staff work force during this period was in areas not funded by the state, such as the medical enterprise, research and auxiliary services. The staff work force decreased by 1.3 percent in 2009 for the first time in six years. For details on personnel growth at UC, see www.universityofcalifornia.edu/news/documents/ucpersonnelgrowth2010.pdf.",4,,
951-05-10-317,951,University of California: Annual Accountability Report,2010,California,189,9,1,Indicator 49 (continued): All Staff by Personnel Program and Union Representation (October 2004 to 2009),,,
951-05-10-318,951,University of California: Annual Accountability Report,2010,California,189,9,1,Indicator 50: Career Staff by Age (October 2009),,,
951-05-10-319,951,University of California: Annual Accountability Report,2010,California,189,9,0,"The average age of career staff at UC is 43. Proportionately,15 percent of career staff are under 30, 24 percent are in their 30s, 26 percent in their 40s, 27 percent in their 50s, and 8 percent are 60 or older.",2,,
951-05-10-320,951,University of California: Annual Accountability Report,2010,California,189,9,0,"On average, career staff retire from the University at age 60. However, career employees can retire from the University at age 50 if they worked for the University full time for at least five years. In 2010, about 30 percent (25,000) of career staff were eligible to retire.",3,,
951-05-10-321,951,University of California: Annual Accountability Report,2010,California,189,9,1,Indicator 51: Total Compensation for Staff by Personnel Program (2009),,,
951-05-10-322,951,University of California: Annual Accountability Report,2010,California,189,9,0,"In support of the University’s goal of achieving market-competitive pay and benefits for all employee groups and attracting and retaining excellent faculty and staff, UC periodically evaluates how total compensation for various UC employee groups compares against competitor institutions.",1,,
951-05-10-323,951,University of California: Annual Accountability Report,2010,California,189,9,0,"Total compensation includes base salary, health and welfare benefits and postemployment benefits (pension and retiree health).",1,,
951-05-10-324,951,University of California: Annual Accountability Report,2010,California,189,9,0,"As with previous studies, the 2009 assessment found that, overall, cash compensation for many employee groups is below market, significantly so in many cases, but that UC’s benefits currently are ahead of market.",1,,
951-05-10-325,951,University of California: Annual Accountability Report,2010,California,189,9,0,"Market positions have eroded, and are expected to worsen, due to lack of salary increases, rising employee medical benefit premiums, employee contributions to the UC retirement system, and a systemwide furlough program which reduced faculty and staff pay for the 2009-10 fiscal year.",1,,
951-05-10-326,951,University of California: Annual Accountability Report,2010,California,189,9,0,Section 9. Diversity,1,,
951-05-10-327,951,University of California: Annual Accountability Report,2010,California,189,9,0,"GOALS: In September 2007, the Board of Regents adopted the University of California Diversity Statement as regental policy (see www.universityofcalifornia.edu/diversity/diversity.html). The statement renews the University’s commitment to recognize and nurture merit, talent, and achievement by supporting diversity and equal opportunity in its education, services and administration, as well as research and creative activity. It also acknowledges the acute need to remove barriers to the recruitment, retention and advancement of talented students, faculty and staff from historically excluded populations who are currently underrepresented.",3,,
951-05-10-328,951,University of California: Annual Accountability Report,2010,California,189,9,0,"NARRATIVE: The indicators in this section provide a broad overview of the University community—students, faculty and staff—by race/ethnicity and gender. Detailed information about the diversity of UC students, faculty and staff can be found in the September 2010 Annual University of California Accountability Sub-Report on Diversity (www.universityofcalifornia.edu/accountability) and on the University of California diversity website (www.universityofcalifornia.edu/diversity).",2,,
951-05-10-329,951,University of California: Annual Accountability Report,2010,California,189,9,0,"LOOKING FORWARD: The University faces major challenges in enhancing diversity. It is committed to increasing the number of underrepresented minority students, faculty and staff, and it must do so within the legal limitations of Proposition 209, which eliminated considerations of race, ethnicity and gender in admissions and hiring. The University also is committed to proactively promoting a culture of tolerance, inclusiveness and respect on each campus. All this must be done in a context of severe budget cuts that have required the University to curtail enrollments, reduce the number of new faculty hires, eliminate staff positions and increase student fees.",4,,
951-05-10-330,951,University of California: Annual Accountability Report,2010,California,189,9,0,"To offset potentially disproportionately adverse impacts of budget cuts and fee increases on students from underrepresented groups, UC is developing a number of innovative policies. Its Blue and Gold Opportunity Plan is designed to ensure that students with household incomes below a specified level and who qualify for financial aid receive gift aid covering their systemwide fees. For 2010-11, the level has been set at $70,000. In 2010, the University launched “Project You Can,” an ambitious fundraising initiative that aims over the next four years to raise $1 billion in private support for student aid. Further, the regents require annual reporting on diversity, and diversity is included as a core competency in the Performance Management Review Process for all senior managers. Finally, the University is developing a Universitywide campus climate survey. Future editions of this accountability report will examine the impact of current and future University initiatives on maintaining and enhancing diversity at UC and report findings from the new campus climate survey.",6,,
951-05-10-331,951,University of California: Annual Accountability Report,2010,California,189,9,1,Indicator 52: University Community by Race/Ethnicity (Fall 2008),,,
951-05-10-332,951,University of California: Annual Accountability Report,2010,California,189,9,0,"The University community is composed of students, faculty, academics and staff, and there are multiple subgroups within each category.",1,,
951-05-10-333,951,University of California: Annual Accountability Report,2010,California,189,9,0,"As this graph shows, the greatest amount of racial and ethnic diversity is found among undergraduate students, followed by professional and support staff. The least amount of diversity is found among ladder-rank faculty—that is, tenured faculty with career or permanent professorial appointments and “tenure-track” faculty (individuals who will be considered for tenured or career professorial positions).",2,,
951-05-10-334,951,University of California: Annual Accountability Report,2010,California,189,9,0,UC often describes its diversity aspirations in terms of “reflecting the diversity of California.” The state of California is more diverse than the nation as a whole.,2,,
951-05-10-335,951,University of California: Annual Accountability Report,2010,California,189,9,0,"The University’s demographics have not kept pace with California’s growing Chicano/Latino population. In 2008-09, the University community was 14 percent Chicano/Latino compared to 34 percent for California as a whole and 14 percent for the nation. African Americans represented 5 percent of the University community compared to 7 percent for California as a whole and 13 percent for the nation.",3,,
951-05-10-336,951,University of California: Annual Accountability Report,2010,California,189,9,0,"All UC campuses are committed to diversity, inclusivity and respect for differences among people. These values are stated in their Principles of Community; see www.universityofcalifornia.edu/diversity/principles_community.html.",2,,
951-05-10-337,951,University of California: Annual Accountability Report,2010,California,189,9,1,Indicator 52 (continued): University Community by Race/Ethnicity (Fall 2008),,,
951-05-10-338,951,University of California: Annual Accountability Report,2010,California,189,9,1,Indicator 53: University Community by Gender (Fall 2008,,,
951-05-10-339,951,University of California: Annual Accountability Report,2010,California,189,9,0,"As with racial/ethnic diversity, gender diversity varies across different groups in the UC community and is greater for students and staff than for faculty.",1,,
951-05-10-340,951,University of California: Annual Accountability Report,2010,California,189,9,0,"More than half (54 percent each) of all undergraduate and professional degree students are women, compared to 44 percent of graduate academic students.",1,,
951-05-10-341,951,University of California: Annual Accountability Report,2010,California,189,9,0,"About 29 percent of ladder-rank faculty are women, compared to 51 percent of lecturers and 41 percent for other academics.",1,,
951-05-10-342,951,University of California: Annual Accountability Report,2010,California,189,9,0,"About two-thirds of professional and support staff are women, compared to about half of management staff.",1,,
951-05-10-343,951,University of California: Annual Accountability Report,2010,California,189,9,1,Indicator 53 (continued): University Community by Gender (Fall 2008),,,
951-05-10-344,951,University of California: Annual Accountability Report,2010,California,189,9,1,"Indicator 54: Undergraduate Race/Ethnicity Pipeline, Universitywide (Selected Years from 1986 to 2007)",,,
951-05-10-345,951,University of California: Annual Accountability Report,2010,California,189,9,0,This graph compares the estimated number of high school graduates from underrepresented minority groups who are eligible to attend UC to the number who enroll.,1,,
951-05-10-346,951,University of California: Annual Accountability Report,2010,California,189,9,0,"Under the terms of the California Master Plan for Higher Education, the top 12.5 percent of California high school graduates are eligible for admission. “Underrepresented minorities” come from demographic groups whose group eligibility rate is less than 12.5 percent. Currently, African Americans, American Indians and Chicanos/Latinos are considered “underrepresented.”",3,,
